Reviews	Whom	when 	Where	Occasion						
"I am a regular at this place, can not rate t high enough. The only downfall is the minimum 45min wait at any day of the week. Love everything on the menu - especially the grapefruit margarita and the flash fried oysters!"	0	0	0	0						
Really really liked the grapefruit. It was super juicy! The steel cut oats were a little boring tho. didn't taste like much. Hubby got the Moroccan scramble and said it was ok. Good service and nice atmosphere.	1	0	0	0						
The food and brunch service were fantastic. Enjoyed and shared amongst two other light eaters the ricotta pancakes as well as the Big Breakkie. Definitely a great place to showcase Greenpoint's vibe.	0	1	0	0						
"I am going to ignore the crazy long waiting line and impatient waiters in the rating because the pancakes here were SO good, and those are what I had come here for. I had ricotta pancakes with fresh fruit, honeycomb butter and maple syrup on top -- oh my word. This is definitely on my list of favorite brunch spots."	1	1	0	0						
"Delicious, charming little place. Fabulous menu items, cocktails etc.As all have noted, Truffle Fries are supreme. Five Leaves Burger with grilled pineapple, fried egg and roasted beet was a little challenging to fit into my mouth but tasted divine. Brussels sprouts with watercress not to be skipped, fabulous tangy and anchovy-ey kale salad. And how could we say no to sticky date pudding with vanilla bean ice-cream and a pot-au-creme: milk chocolate with pistachio and sea salt.Must go back."	0	0	0	0						
"The food here is AMAZING. That being said - it is basically the most popular spot in the area right now so you will have to wait. Anytime you go.Also, dress your best? I guess? Be prepared for tons, and tons, and TONS of hipsters. And possibly a Penn Bagdley sighting."	0	0	0	0						
"Solely based on the fact that I ordered the ricotta pancakes and they were pretty much the best pancakes I've ever had in my life, I'm giving this place 4 stars.I came here with my partner on my birthday last week (Thursday, mid-morning, and it was pretty packed.) Our wait staff person was pleasant when she was talking to us and took our orders, though she never came over during the course of the meal to check on us. I also had a latte, which I have no complaints about. I'd been here once before for dinner and found that menu to be a little less appetizing. I wish there were more Main vegetarian options for dinner.Aside from our server, there is a definite snooty hipster vibe to this place. Upon arriving, I definitely felt a slight vibe that I wasn't cool enough to be a customer, but whatever. I love pancakes, and every once in a while I wear BOOT CUT jeans (for shame!) and neither of those facts are changing.Enjoy!"	1	1	0	1						
"Rather than deal with crowded, noisy restaurants on Valentine's Day, my husband and I decided to do takeout from a nice place and decided on Five Leaves after perusing the menu. What a fortuitous choice! The food was all amazing, which is particularly impressive since it didn't get eaten for almost 30 minutes after it was made. The Wild Boar small plate was definitely the winner of the night - tender, well-seasoned meat on a bed of herby polenta. The truffle fries were also a treat! They were incredibly nice to us, despite the fact that they were slammed with dine-in customers. Can't wait to go back for brunch some time!"	1	1	0	1						
"I had a great lamb dinner here, the coffee is fantastic. They serve stumptown coffee. Also had a decent beer called six points, not amazing tho. Very cute restaurant. I had meant to check this place out due to a website I found with 20 best places to eat in Brooklyn but accidentally ended up here anyway."	0	1	0	0						
"Quality joint. Place was crowded and there really isn't anywhere to wait but the hostess managed to seat us much faster than she originally said. Food was delicious --we shared the delicious kale salad and then I had a wonderful stuffed squid special and the fries. I wish it were a little roomier but that is my only complaint, and in nice weather the outdoor tables take some of the spillover. Last time I was there ate at the sweet romantic banquette in the back. I'd come more often if I lived closer by."	0	0	0	0						
"absolutely fantastic restaurant, definitely one of my favorites and go to spots when I lived in NYC. I would reccomend this place for brunch, the pancakes of course are worth a trip. the eggs and other dishes are always cooked to perfection as well of course. I stopped here as my last meal in NYC before I moved to LA and got the burger, truffle fries, and brussels sprouts as well as a couple drinks and all of it was fantastic and I dream of it ofter."	0	1	0	0						
"Yummm. I'm not easily impressed when it comes to brunch, but Five Leaves is outstanding. Their ricotta pancakes are thick and fluffy, but don't let the density dissuade you! They're very light to eat and after one bite, you really can't stop.The big brekkie was fantastic as well - had it with bacon, overeasy eggs, and avocado. The avocado was a bit firmer than I'd like, but the bacon was very crispy. I didn't have to wait at all, but I came here on a weekday morning."	0	1	0	0						
"While the food was delicious the service left a lot to be desired. After watching the people next to us get (who were seated after us) get served first, recieve and finish their food, we waited awhile longer. We watched others who ordered the same food recieve theirs before us as well. The people next to us started to ask why we hadn't gotten our food and when we finally asked the host he condescendingly told us it was because they had ordered scrambled eggs and we had a burger and that takes about 20 minutes. This was the reason we initially waited to say anything but after 30+ minutes of waiting that seemed excessive. If it was just us who were concerned that would be one thing but others around us also that the explanation and wait left alot to be desired. Maybe we just had bad luck."	0	0	0	0						
"One of my best friends had suggested this spot in Brooklyn so I decided to check it out, with a college friend of mine. I saw how popular the place was when I got there when I walked inside the restaurant it was very loud and hot. Luckily, we got a table outside, but had to wait about 20-30 minutes as there were 4 groups in front of us. I really liked the rustic feel to the restaurant. After we were seated, we were given a menu and water. Both my friend and I ordered the peach Bellini and she ordered the ricotta pancakes ($13), while I ordered the five leaves burger ($16) in medium well. When we got our orders, the portions were big, and it was definitely worth the price portion wise. The fries were really good, an even amount of potato texture and salt. The burger was huge (height-wise) and it literally could not fit in my mouth. I had to break each part of the burger apart and made them into a sandwich I could fit in my mouth. The burger was delicious, except for the burnt taste on the bread. Other than that, the five leaves sauce, the pineapple and pickled beets with the burger created a delicious flavor that combined spicy, sweet, and sour all in one bite. I took a bite of my friend's ricotta pancakes and her portion as well was huge. The texture of the pancake was more dense than regular pancakes, but with the addition of the honeycomb butter drizzled with maple syrup made it really delicious. The addition of the fruits also relieved the dense -ness of the pancakes. Cost: $15-$30Atmosphere: (indoors): hot, loud, with a rustic modern feel , (outdoors): calm, fresh air with a perfect view of McCarren parkService: satisfactoryOverall, this place was a great place to catch up with friends, but I would not recommend it for large groups with children just because of the space (quite small). If you are in the Greenpoint area, I definitely recommend this place, but a warning that you may have to wait 30 mins to 1 hour just because this spot is popular.Fun fact: One of Heath Ledger's dream was to open up a restaurant with a friend of his and this place happened to be it. Unfortunately, he died before he was able to see it come to life."	1	0	0	0						
Yes they are a little slow at times but the food is amazing and the atmosphere is top notch. I love when it is warm enough and you can dine al fresco. I highly suggest Five Leaves for any NYC visit and especially Greenpoint visits.	0	0	0	0						
"Definitely zero stars for service. I came here on a Saturday night with my friends. The wait was 30 minutes which was as expected. However, it took a while for anyone to take our order and the waiter was extremely rude to us from the beginning, and had a bipolar personality throughout the meal. We said we were ready to order but as soon as he asked a question about my friend's order and she was in the bathroom line, I said I'll go ask real quick and HE ROLLED HIS EYES AT US and said he'd be back. Then he didn't come back for at least another 10 minutes. Okay so you think you're a big shot BUT YOU ARE IN THE SERVICE INDUSTRY so please act like it. The wait for the food was AT LEAST an hour. We watched several tables finish their food and be replaced by a new party. I ordered the burger and truffle fries which weren't incredible. I've definitely had better truffle fries in DC. My friends had the kale salad (very plain looking) and hanger steak (which came with a pretty good mashed potato). There's only one small bathroom stall that always had a line. Maybe we were just hangry but super disappointed after seeing all the hype reviews on here."	1	1	0	0						
Fantastic. This place is stellar. The bar is incredibly inviting and tables are cafe romantic. It's spitting distance from a beautiful view of the park and is open and airy. What's not to love.	0	0	0	0						
"My brother and I came on a weekday for breakfast around 9 AM and we found several tables already occupied but there was no wait. The tables are fairly close together so it would be hard not to overhear your neighbors conversation. To drink, we ordered a hot chocolate and a latte. For entrees, we ordered the ricotta pancakes and the toasted farro bowl.The drinks came out a few minutes before the food came out. Both dishes were beautiful and generously portioned. The farro bowl was a wonderful blend of flavors. Nothing in the bowl felt out of place. I particularly loved the texture of the farro, the poached egg and mushrooms together. It was seasoned perfectly.My brother loved his ricotta pancakes and I had the opportunity to try some too. The flavored butter and fresh fruti paired perfectly with the light and fluffy pancakes.There were other things on the menu that caught my eye so I will definitely be back to try something else.Service was efficient and prompt.Bathrooms were clean."	1	1	0	0						
"Had a nice moment there for brunch, a bit disappointed by my own plate, but my friend's pancakes were a delicacy! So if you go there, take it !"	1	1	0	0						
"Simply put- restaurant is cute, and food is amazing! I came to know of Five Leaves from Instagram, and boy am I glad I found them! This is my second time visiting this place in two weeks. This first time I came to the restaurant it was very packed and my date and I had to sit outside. Thank God it happened to be almost 50 degrees because the wait is long but totally worth it. I came for a second time yesterday(3/20) and was able to sit inside but even then the place filled up in all of 10 -15 min. As many reviews have mentioned, you can't go wrong with the ricotta pancakes! And definitely get a side of eggs, gosh they are amazing! Wait staff are fairly nice, not super excited but they are pretty timely. If I have to highlight anything, definitely get there early! If not, be prepared to wait!"	1	0	0	0						
"Consistently delicious. The Five Leaves burger with egg pineapple and beets is mind blowing. I don't even normally like fries but their truffle fries are addicting. I am not a pancakes person but their ricotta pancakes are perfectly fluffy and rich. My friends go crazy over the coffee, too. During the weekend you will definitely have to wait outside for 1-2 hours for a table. But shoutout to the weekend hostess who is always on the ball with quoting times, keeping the list, and being generally awesome. That hostess keeps the show running through brunch and into dinner. She's a true Brooklyn hero."	1	1	0	0						
Good food great service. I had the Caesar salad with crab cakes. I'll definitely return to try more menu items.	0	0	0	0						
"Are you kidding me? While in NYC last week for a few meetings I was lucky enough to have one of the best dinners of my life at UBK... I'm so glad my friends (who are local's) brought me there... We decided to start with martinis and when I asked if they had blue cheese stuffed olives was told very politely, we don't, but I'm happy to make them for you. The night was off to a great start! The owner/chef Jonathon made a brief appearance and after asking where we were from he made a few recommendations from their list of appetizers... Rolled tacos and Japanese inspired fried chicken... not sure how they're described on the menu, but both were delicious. Moving on to the main; I went with the - surf and turf and each bite was so good I found myself compelled to sit and appreciate the depth of flavors before going back for another. Perfectly cooked NY strip paired with chili dusted shrimp. The sides were fantastic as well; twice fried chili-rosemary fries, shaved Brussels sprouts and truffle bacon mac n cheese...The menu is interesting, well thought out and absolutely delicious! Thank you Jonathon for a fantastic dinner. The next time I'm in NYC I'll definitely be returning to UBK!!!"	1	1	1	0						
This is my favorite brunch spot. Our waitress evyn and mike and tony were the absolute best . The food was phenomenal as well. This place is amazing	0	1	0	0						
"Food was okay.. Had an average burger. The waiter was a bit of a tit (or barman? Guy with broken hand) he was just rude from the start. The Bloody Mary was quite disgusting and tasted like it had pickle juice in it & it hadn't been sieved so I struggled to drink it with tiny straws, maybe I'm just not used to bloody marys NY style. My partner loved his salmon club sandwich."	1	0	0	0						
"Went for brunch. The music was a little loud for my taste, but the portobello mushrooms were delicious, as were the bottomless mimosa's and bellini's. (Didn't try the Bloody Mary.) Bartender and waiter were friendly and couteous. I will be back and will recommend to friends."	0	1	0	0						
"We ducked into CK on a rainy day, The flatbreads and fries really blew us away. Atmosphere was pleasant; warm and cozy,Good beer selection, our cheeks were rosy.Service was good-no, service was great,But we did have a single, major complaint:We ordered a burger cooked medium well,It was far overcooked, it was easy to tell.They made us a new one, to our delight,But that one they undercooked, which gave us a fright. But I would return, without a doubt,If you're in the village, give CK a shout."	0	0	0	0						
"Great little bar on 14th, reasonably priced drinks and a very relaxed atmosphere. Always awesome if you can get one of the tables in front which can fit a group of 8-10. I had some appetizers last time I was there and the nachos we're great, perfect distribution and crispy chips through out. I was very surprised but very happy, will definitely be back."	0	0	0	0						
"This was the greatest random find in a long time... I'm surprised it doesn't have 4 or more stars.We stopped in for a quick happy hour beer @6pm on Saturday and stayed for 3 hours. Our original destination was a pub on the same block, but it was super crowded and noisy, and we happened to walk by CK14. Serendipitous! We sat at the bar and we were taken care of by Frank (apparently there are 2 bartenders named Frank, and this was the nighttime Frank) and another lovely bartender - we didn't catch her name. They were both fantastic. The happy hour deals are great ($4 drafts, and $5 well cocktails and wine), and there's a good beer selection.What we DIDN'T expect was the amazing food. The BF got the burger, which has some meat blend that contains short ribs, and well... I will go so far as to say it was one of the best burgers I've ever tasted. That's a strong statement but very true. I had the flatbread with soppressata and arugula and it was really tasty as well.If you're not into the darker bar setting in the front, they have bright, indoor seating in the back as well as outside seating. We will be back to sit outside and we definitely want to check out the brunch and other menu items. But really good spot on 14th."	0	1	0	0						
Sunday brunch was excellent as always! The typical 45min wait for a table on a sunday afternoon but definitely worth it! Scrambled eggs were excellent and the staff as well trained on all of the daily specials as ever. The perfect relaxed Sunday brunch spot in Williamsburg's south side	0	1	0	0						
"I'm not often in Williamsburg since it's out of the way, but my friend needed to get out to work on the L train so I looked for something in Willyburg. I think it was worth the trip just to eat at this little place that looks a little run-down from the outside, but has good food and a nice feel on the inside. Not to mention it's kind of scenic being under the bridge.It looked busy on the outside and on the inside, but to our surprise we were sat right when we entered. The menu is written really simply (e.g. ""Country Breakfast,"" ""Omelet""), but the server will come to you and tell you what is in each dish along with telling you the daily specials. My friend ended up getting the omelet with broccoli and cheddar which comes with a side of potatoes while I opted for the daily special--bratwurst with a sunny side-up egg, potatoes and asparagus with fresh pesto. We also opted to get a large French press of coffee. The coffee was really good and freshly made. Even at $7.50 it was definitely worth it because it poured about four mugs of coffee.My dish tasted really fresh and flavorful. Everything went along together well, but I felt like the bratwurst could have been a little better. Either way it was a really good dish. My friend's omelet honestly tasted just like broccoli and cheddar soup. The insides of the omelet was surprisingly cheesy and had a nice texture all the way through. Also, we both agreed that the potatoes were done extremely well. All in all, if I was in the area again I would definitely drop by for brunch."	0	0	0	0						
"I've been here numerous times in the past few years and I've never had a bad meal; in fact, I'm usually very impressed. They feature seasonal, market ingredients used in daily menus. The cooking technique is excellent and every plate leaves you craving more (but not unsatisfied). The prices are reasonable and the portions are sane.The ambiance in the evening is candles on small tables and there is always indie rock playing (which for me, is usually a good thing). Brunch is a bit more easy-going. The overall experience is a lot of fun though it does cross into ""a bit too full of itself"" / hipsterdom at times. Despite this, the service is generally pretty good.One of my few complaints is that there is always a wait but no good place to sit or stand while waiting. The property is pretty small, so I'm not sure how they can remedy this.This will continue to be on my list of favorite restaurants."	0	1	0	0						
"Daily fresh menu that is not printed, only available through your servers. Delicious flavor!"	0	0	0	0						
"Sorry, but after eating a LOT of great brunch places, I think this place is overrated! Although I was kind of expecting a lot, I don't think this place is worth the hype even the smallest bit!I ordered the soup of the day, which was some parmesan clear broth soup with some herbs (the herbs turned out to be huge chunks of a leaf... I forgot the name of it.) The greens were REALLY bitter and the soup was very salty. I was sick, so I really wanted something warm, but it was too oily!Then I got the omelette with goat cheese and herbs. Again, there were those same chunks of bitter greens and it was OOZING with goat cheese. Normally I love cheese, but it was just too much. The goat cheese completely dominated the taste of the omelette. I felt like I was just eating a huge plate of goat cheese. It came with a salad that was also very bitter. I didn't like any of the leaves in them, they were too exotic or something!My sister and a friend got the burger, and they accidentally gave the wrong burger (one cooked medium, the other med rare) and we realized halfway through so it was too late. The burgers were SALTY! At first we thought it was the onions that was making it salty, but it was the actual meat itself. The fries were good, although heavily salted.Afterwards, all we wanted was something SWEET to even out the bitter/salty foods! AND it was pretty dang expensive. $7 soup plus $15ish omlette..... Yeah it was sort of cool that it was inside of a train car, but other than that I'd rather go to a Dennys to get a delicious and balanced tasting meal! Overrated!!!"	1	1	0	0						
Solid meal with OT and Sophie. Really healthy clean feeling food when you're looking to cleanse after a big weekend.	0	0	0	0						
"Oh Westville East, I love you and hate you so much...There's a lot to love about Westville; lots of healthy and tasty food options, market sides (I love that you can make a bunch of sides into a meal), well balanced menu, cute restaurant interior, delivery is fast half of the time.There's also a lot to hate; you will always have to wait to sit at the restaurant, the restaurant is extremely cramped, delivery takes forever half of the time, the food is pricey.Although I really don't love everything about this place, I am addicted to their beets, artichokes, Brussels sprouts, mashed potatoes and plantains. I can't stop wanting these items and no one else does it as good, or will serve this all to me on the same plate... So I guess I'm just going to keep coming back FOREVER."	0	0	0	0						
Had the cob salad. It was really good and healthy. Service was great. Very hip atmosphere. I'll come back.	0	0	0	0						
"Love this little spot of a restaurant right next to my church. I came here with a friend of mine after we wanted to get away from the huge lunch crowd. Luckily for us, church normally ends late so we came after the brunch hour. I normally don't give five stars but I honestly could not find too many things off about this place nor in their food. The things that I ate that day were:Eggs Benedict Croque MadamePROS:- fantastic quantity, definitely very filling - eggs were not undercooked nor overcooked- well balanced with a side of greens and lemon vinaigrette dressing: not too heavy and decadent- served on a baguette: I actually prefer this to the English muffin!CONS:- noneBeets with Goat Cheese (Appetizer)PROS:- Great quantity, totally shareable- Generous with the goat cheese, but perhaps take the time to crumble it a bit more (not that I personally cared)- candied nuts were the deal sealer here. They were not only perfectly done, it was just the right accompaniment to the tart and sweetness of the beets and cheese.CONS:- noneMint Lemonade (drink): this drink sold me on the five stars. PROS: - refreshing and light- slushie which just, I don't know, it really makes the beverage stand out and it's fun to drink.- the mint was finely incorporated, no large chunks noted- not too tart, really well balanced sugar-sourness in the lemonadeCONS:-noneI'd definitely come back. One of the things that deter me though is the insane wait times. You'd have to come at the perfect time or be willing to wait for awhile. The inside is quaint but it can get somewhat loud over the brunch hour (as to be expected from a popular place as this)."	1	1	0	0						
"I came here for an early dinner with 2 friends. The host was super nice, and offered to put my friend's luggage in the back so it wouldn't take up space by our small table. Our waiter came over quickly and got our drink orders, and was very good about checking up on us at the appropriate times. I ordered a strawberry frose, and we got the smoked mac and cheese with bacon to share. I ordered some sort of burger that came on an english muffin, but I can't seem to find it on the menu anymore (it might've been a special). The frose and the mac and cheese were definitely the highlights of the dinner. The frose was very sweet, but I didn't find it overwhelmingly so, and the strawberry really came through. The mac and cheese was absolutely delicious, and I would definitely get it again. I enjoyed my burger, but I didn't feel like it was anything special. I tried a bite of one of my friend's salmon which was pretty subpar. One thing that could be improved is the speed at which food comes out. We were eating at a pretty non-busy time, but it took a very long time for our entrees to come out. Even though our main dishes weren't amazing and the food took a long time to come out, I was really impressed with the frose and the mac and cheese. I'd be willing to give Westville another shot in the future."	1	1	0	0						
"Westville never disappoints. I'm lucky to live near the Westville - East location and love taking visitors there for a healthy(ish), hearty meal or picking up takeout or eating at the bar alone.The veggie burger and turkey burger are two of my favorite dishes to order, probably because they're both served on a Portuguese Muffin which is how every sandwich/burger/burrito/salad should be served going forward - between one of these muffins.All of the veggie sides are delicious and if you're in a large enough group, definitely get a few for the table. OR, for yourself. Don't leave w/o an order of sweet potato fries and, obviously a Portuguese Muffin."	0	0	0	0						
"Food took way too long to come and when it did was mediocre. Front of house staff were very nice, seems like they are trying but it's not coming together. Disappointed."	0	0	0	0						
"Had a great meal with friends here last night. Great food, great service. Nice atmosphere and decor. Has the Parma and the arugula pizza-both delicious. The arugula in particular was unlike any pizza I've tried and really stood out. The yogurt and cucumber appetizer was delicious as well. My only wish is that we could have sat outside, since it looks adorable! Will have to come back again soon. Highly recommend!"	1	1	0	0						
Very tasty pizza and apps. However you don't really have the ability to customize your pizza. Nice room and a beautiful patio in the back. I think it's expensive for what you get but overall a unique pizza experience.	0	0	0	0						
What a great meal. The pizza is outstanding and the wonderful service will make us frequent this spot. Good ciders and beers are on tap and make sure to get some of the coffee ice cream.	0	0	0	0						
"I would not return to this restaurant, at least not for the food. They seemed to have a variety of cocktails and wines so in terms of getting drinks or a bar, it seems like a fine choice. However, I went expecting to have dinner. This was Sunday night at about 7 o'clock and unexpectedly we were told that they had an all day brunch menu, and no dinner menu - which I was actually okay with because I quite enjoy brunch food. Unfortunately, on that menu, I only saw approximately three dishes that were what I would call brunch dishes. The majority of the menu was pizza. Other than that, I remember there being a burger and some sort of pork sandwich. I ended up going with what they called french toast and I suppose it was French toast but it was like no other French toast I have had before, and i say that in a bad way.. and I don't think it was properly explained or indicated on the menu. I was quite surprised when it came out. Basically it was charres and literally the color black which I think was due to some sort of bourbon sugar glaze but it was nothing like what I expected. What you could call my gripe about this place was just that the menu did not properly, at least in my opinion, accurately describe the food you were going to be receiving. Again in terms of my French toast, I received one piece of French toast and I would never have ordered that as my complete meal had I known it was going to be just one slice. I did order on the side, and I have nothing against runny eggs, but this above and beyond.. was literally just like soup, and there was no toast or anything to use to sop the egg up with, so the only option would have been to literally lift the cup up, sip it and swallow it like you would a soup. Not appetizing. On the other hand, My girlfriend ordered a pizza which I can say we both enjoyed and found it to be fresh, not greasy, and the crust was thin and actually had a bit of sesame seeds thay enhanced the crust. Needless to say, I ended up eating part of her pizza because my French toast was a pretty big bomb. The service was on the slow side but I got the feeling that the restaurant might be new and the staff seems like they were still working some Kinks out. Anyways, I personally will not be returning here and the biggest piece of advice I would give the restaurant is to make their menu one that actually gives the customer an idea as to what they're going to be receiving."	1	1	0	0						
"Four stars for service, two stars for food. We t here with a friend and had a lovely time with a bartender who is very good and very attentive. However the food was pretty terrible. We had the pizza with pepperoni and the crust was crunchy in a brittle away, not enjoyable. Nothing special and at $24 totally overpriced. We also got a kimchi bruschetta out which was absolutely disgusting. My friend couldn't eat any of it, I had a few bites - The kimchi or something was completely slimy (and I love kimchi). It was covered in greens and sesame sauce, the total of which overwhelmed the bread. But there was also just a smell almost like a bad pork, that just made it edible. And regardless of what you thought of the components the proportions were way off. Will likely not be returning anytime soon."										
Great new spot good owners the open kitchen is so nice to sit at dinner and a show get the corn bread it's next level I want to steal that recipt	0	0	0	0						
"Went for dinner one night, sat the ""chef's counter."" was very fun, the kitchen staff has a great attitude and seem to be deftly handling the entertainment aspect and culinary requirements that you hope for when you're looking in the kitchen (though it does seem like it might be a bit small). The garlic knots were very good, a unique partially whole wheat dough that was crispy, kind of like an update on your childhood garlic knot, pleasantly nostalgic but still modern. the gazpacho was fantastic.. like really good. the raw beef dish was very tasty, and the bread it's served with was great, slathered in oil and anchovy. The dish is a real flavor bomb, with chunks of a relatively (to the dish) mild cheddar that I thought really pulls it together. The star of the show though was the eggplant parm pizza. the crust was very tasty, also seemed to be a partially whole wheat blend. the sauce was nice and bright, but the eggplants, mmmmmmmm. they seemed to be deep fried and they were so tasty. breadcrumbs were sprinkled on top as well which really brought together the eggplant parm feeling.overall, really great dinner, though we were a bit too stuffed for the desserts which all sounded good."	0	1	0	0						
"Holy crap this place was loud. Tip: sit in the front or in the garden. We were sitting by open kitchen at the back of the restaurant. I know this chef is the s*** and all, and that's probably why they opted to have his kitchen open to the dining floor, but with the blender on full speed right behind my wife and the chef barking orders at the kitchen staff the whole time, it made it really hard to have a conversation. We had a group of six and I had to give up on the other end of the table. The decor is brick walls, stone tiles and hardwood. Nothing to absorb all the racket. And we were the ONLY ones in the back area. Interior looks nice, but was poorly designed imo. Otherwise, good food. Great service. Oh; way overpriced beers. $7 for 8oz beer...that's a $14 pint (if they served pints, which they don't)."	1	0	0	0						
Amazing food and music to go with it! Highly recommend everything but the everything garlic knots at incredible as well as the cocktails!	0	0	0	0						
"Was looking forward to this place. I liked the design of the interiors. The service was nice, but a little slow. Place was clean. Had drinks, appetizer, salad, and the pepperoni pizza. Pizza was burnt and just not very good. Salad was just lettuce, carrot and sesame oil. Not a very good mix, but it was exactly what the menu said. Kinda disappointed all around."	0	0	0	0						
"Came in during happy hour, had delicious sliders and cheese curds, had scrumptious house beers!"	0	1	0	0						
"Had a great experience here while in town for a long holiday weekend. They feature an impressive craft beer list and our bartender, Ronan, was one of the best we've ever experienced. The food is best described as high end gastropub fare -- creative, decadent, well conceived, well executed, and plated nicely. We started with the chunky truffle fries (presented like a delicious Jenga game) and they were excellent. From there we proceeded to the Malt House Burger and the Seasonal Fish Tacos (with Mahi Mahi on our visit) based on the bartender's recommendation and both were among the best we've had anywhere. The MH branding iron on the burger bun is a great touch. It's a fairly new establishment (opened in early 2015) and is beautifully constructed with exposed Carnegie steel beams. There are a couple of TVs if you want to keep up on the score of a game, but they are not the star of the show in any way. (In fact, the reviewer that had a bad experience with TVs must have been sitting at the one table in the entire place where the TV is right overhead.) It is apparent that much care went into designing both the space and the menu. Had we been in town for longer we would have stopped in again -- and will definitely do so next time we are in town."	0	0	1	0						
"Came in for some good bar food and drinks and got exactly that. Steak sandwich was great... as were the fries, drinks, and other apps ordered."	0	0	0	0						
"Not sure how my boyfriend keeps convincing me to try these pub types around Fidi, since I'd never venture to these restaurants on my own. The Malt House is a little better than okay and while I'm not upset that we ate here, I'm also not thrilled that a simple bar menu ended up costing quite a pretty penny. We started with the onion rings, which were gigantic and actually very good - possibly the highlight of the meal. The sauces that accompanied the rings complemented them well and the rings themselves were crispy and fresh. For my entree, I had the seasonal fish tacos, which were composed of tempura salmon with black bean and a sauce that I can't currently recall. I liked the tacos well enough for what they were, while my boyfriend wasn't a huge fan of his burger. The beers were alright too, although my first choice of the draft beer had run out. Anyway, we liked the food, but it just wasn't worth the high price for the ingredients and style of the restaurant. Maybe if we were still in Miami and didn't have a choice, we'd come back to this place, but given the wealth of restaurants in the city we are unlikely to return."	1	0	1	0						
"It was a specialty beer pub, the lighting was gorgeous and very spacious. The bartenders were very helpful selecting our beers, and you can choose to taste them before you order one."	0	0	0	0						
"We stopped by after the 9/11 museum with a group of 5. The restaurant has an open feel and a menu that can satisfy anyone from tacos to salads, everything was delicious. Good beers and cider on tap!"	0	0	0	0						
"Three of us went for a quick late lunch during the week. The place was not too crowded and we were seated right away. The lighting was bright. The place is very open and airy. There were a few TVs at the bar area. I ordered the seasonal salad which had beets, baby kale, arugula, grape tomatoes, and carrots. The dressing was very light. Although a good portion, it was not filling. The two other people I was with got chicken on top of their salad. That would make it a hearty meal but I wasn't very hungry. Overall a good place for a quick healthy lunch. If I lived or worked in the area, I would return and try the bar after work."	0	1	1	0						
"Fantastic brunch!! We waited about half an hour to be seated without a reservation, and they offer to text you when your table is ready so you can wait outside. I opted to have my boyfriend wait while I browsed Urban Outfitters around the corner. I had the avocado toast with egg, bacon, and tomato which was much larger than you expect something with ""toast"" in the name to be. It also included a healthy portion of salad. They had an option for a side of waffle, which I always want but no one ever offers! Sadly, it wasn't thrilling. My friends had the breakfast burrito and chicken and waffles and everyone ate every last bite. We opted for the bottomless drinks option & were very pleased - mimosa, blood orange screwdriver, Bellini, Bloody Mary, and ""maltmosa"" all included. I love bellinis, but would definitely not order that one again - pretty much tasted like white wine. Mimosas were fantastic - great ratio of champagne to OJ. The service could've been a little quicker, but it was understandable as just after we sat down a 15 person table was seated next to us. Overall, would definitely recommend and will definitely return!"	1	1	0	0						
"Convenient lunch spot with lovely decor and ambiance! I came here at 12:00 noon on a Tuesday and it was mostly empty. It's quite spacious inside, so I could see this being a fun spot later for happy hour or hanging out with a large group of friends.I had the blackened salmon po'boy sandwich. The fish was nicely cooked, and the overall flavors were great. The onions were too tough, though.Service was fast and friendly. I will likely be back!"	1	1	0	0						
"Good after work place. There was a crowd when I had drinks with friends on a Thursday during happy hour, but we still had enough room to move around. Bartenders were attentive, which is always a plus."	1	1	0	0						
"Came here on a Wednesday around 8:30pm for drinks with about 13 other people. The bar were pretty crowded, too crowded for us all to stand and chat. The waitress was nice enough to accommodate our group at a large picnic style table next to the window. The bar was pretty loud and dark, but the ambiance was nice. The bar was decorated with lights and there was also a Christmas tree, it was very festive for the holiday season. The draught beer selection was big, but in order to see it you had to get up and go look at the chalk board behind the bar. Pretty inconvenient when you're sitting at a table far away from the bar with a large group. I guess this just means they change the taps and keep everything fresh since they don't have a printed menu. I would definitely like to come back for happy hour to try it again."	0	1	0	1						
"Though the service here was a little bit on the slow side, the food made up for it! Appetizer: Lobster mac and cheese. Wow, was this good. There were huge chunks of lobster and the cheese was nice and creamy. Burger: Good! Nothing special. Overall this place is a great hangout, and good enough food for a fun night out."	0	1	0	0						
Kale salad was good. friendly staff. cute girls.Guacamole was stale.	0	0	0	0						
"I just stuffed my face here and walked away so satisfied. I got the lobster Mac and cheese ($20 though, yikes) and the fried pickles which might be the best I've ever had. That's a bold statement, I know but seriously, I almost didn't share. My friend got the calamari which I tried and also though was pretty good. I absolutely love the atmosphere of this place too; great lighting and awesome music. 10/10 would eat and drink here again."	1	0	0	0						
"More of an after work watering hole than a family friendly environment but we knew that going in. Food was good, ordered the macaroni and cheese and added bbq chicken. Thought the malt house wheat was a good beer, similar to shock top."	0	0	0	0						
"Solid 4 star. I went on a Sunday late afternoon, it was quiet in the restaurant. Great beer selection. We had calamari and the short ribs sandwhich. Both were very good. Nice atmosphere. Good Service. Looking for a place to get refreshed after walking all over FIDI? Give this place a try."	0	1	0	0						
"The space is really cool, love the modern tavern feel. Mixed drinks are delicious. Onion rings are to die for, and the turkey club was also delicious. Can't wait to go back!"	0	0	0	0						
